"Plot Title: Manz office"
"#","Date Time, GMT+02:00","Event, mm (LGR S/N: 20112198, SEN S/N: 20112198, LBL: Rainfall)","Coupler Detached (LGR S/N: 20112198)","Coupler Attached (LGR S/N: 20112198)","Host Connected (LGR S/N: 20112198)","End Of File (LGR S/N: 20112198)"
99,18/12/01 11:38:34 PM,24.638,,,,
100,18/12/01 11:40:24 PM,24.892,,,,
101,18/12/01 11:42:33 PM,25.146,,,,
102,18/12/01 11:44:24 PM,25.400,,,,
103,18/12/01 11:45:41 PM,25.654,,,,
104,18/12/01 11:47:25 PM,25.908,,,,
105,18/12/01 11:50:21 PM,26.162,,,,
106,18/12/01 11:53:35 PM,26.416,,,,
107,18/12/01 11:58:10 PM,26.670,,,,
108,18/12/02 12:02:08 AM,26.924,,,,
109,18/12/02 12:06:19 AM,27.178,,,,
110,18/12/02 12:11:37 AM,27.432,,,,
111,18/12/02 02:40:56 AM,27.686,,,,
112,18/12/02 02:58:26 AM,27.940,,,,
113,18/12/03 11:45:27 PM,28.194,,,,
114,18/12/03 11:48:06 PM,28.448,,,,
115,18/12/03 11:48:46 PM,28.702,,,,
116,18/12/03 11:49:44 PM,28.956,,,,
117,18/12/03 11:54:37 PM,29.210,,,,
118,18/12/03 11:55:53 PM,29.464,,,,
119,18/12/03 11:58:29 PM,29.718,,,,
120,18/12/04 02:02:09 AM,29.972,,,,
121,18/12/04 02:02:22 AM,30.226,,,,
122,18/12/04 02:02:44 AM,30.480,,,,
123,18/12/04 02:03:01 AM,30.734,,,,
124,18/12/04 02:03:16 AM,30.988,,,,
125,18/12/04 02:03:29 AM,31.242,,,,
126,18/12/04 02:03:41 AM,31.496,,,,
127,18/12/04 02:03:51 AM,31.750,,,,
128,18/12/04 02:03:59 AM,32.004,,,,
129,18/12/04 02:04:08 AM,32.258,,,,
130,18/12/04 02:04:13 AM,32.512,,,,
131,18/12/04 02:04:20 AM,32.766,,,,
132,18/12/04 02:04:28 AM,33.020,,,,
133,18/12/04 02:04:36 AM,33.274,,,,
134,18/12/04 02:04:42 AM,33.528,,,,
135,18/12/04 02:04:47 AM,33.782,,,,
136,18/12/04 02:04:51 AM,34.036,,,,
137,18/12/04 02:04:56 AM,34.290,,,,
138,18/12/04 02:05:01 AM,34.544,,,,
139,18/12/04 02:05:06 AM,34.798,,,,
140,18/12/04 02:05:11 AM,35.052,,,,
141,18/12/04 02:05:15 AM,35.306,,,,
142,18/12/04 02:05:18 AM,35.560,,,,
143,18/12/04 02:05:22 AM,35.814,,,,
144,18/12/04 02:05:26 AM,36.068,,,,
145,18/12/04 02:05:29 AM,36.322,,,,
146,18/12/04 02:05:32 AM,36.576,,,,
147,18/12/04 02:05:35 AM,36.830,,,,
148,18/12/04 02:05:39 AM,37.084,,,,
149,18/12/04 02:05:43 AM,37.338,,,,
150,18/12/04 02:05:46 AM,37.592,,,,
151,18/12/04 02:05:50 AM,37.846,,,,
152,18/12/04 02:05:53 AM,38.100,,,,
153,18/12/04 02:05:57 AM,38.354,,,,
154,18/12/04 02:06:02 AM,38.608,,,,
155,18/12/04 02:06:06 AM,38.862,,,,
156,18/12/04 02:06:13 AM,39.116,,,,
157,18/12/04 02:06:17 AM,39.370,,,,
158,18/12/04 02:06:23 AM,39.624,,,,
159,18/12/04 02:06:27 AM,39.878,,,,
160,18/12/04 02:06:33 AM,40.132,,,,
161,18/12/04 02:06:39 AM,40.386,,,,
162,18/12/04 02:06:46 AM,40.640,,,,
163,18/12/04 02:06:54 AM,40.894,,,,
164,18/12/04 02:07:00 AM,41.148,,,,
165,18/12/04 02:07:07 AM,41.402,,,,
166,18/12/04 02:07:12 AM,41.656,,,,
167,18/12/04 02:07:20 AM,41.910,,,,
168,18/12/04 02:07:25 AM,42.164,,,,
169,18/12/04 02:07:33 AM,42.418,,,,
170,18/12/04 02:07:39 AM,42.672,,,,
171,18/12/04 02:07:47 AM,42.926,,,,
172,18/12/04 02:07:55 AM,43.180,,,,
173,18/12/04 02:08:04 AM,43.434,,,,
174,18/12/04 02:08:16 AM,43.688,,,,
175,18/12/04 02:08:27 AM,43.942,,,,
176,18/12/04 02:08:35 AM,44.196,,,,
177,18/12/04 02:08:44 AM,44.450,,,,
178,18/12/04 02:08:52 AM,44.704,,,,
179,18/12/04 02:09:01 AM,44.958,,,,
180,18/12/04 02:09:11 AM,45.212,,,,
181,18/12/04 02:09:23 AM,45.466,,,,
182,18/12/04 02:09:34 AM,45.720,,,,
183,18/12/04 02:09:46 AM,45.974,,,,
184,18/12/04 02:09:57 AM,46.228,,,,
185,18/12/04 02:10:10 AM,46.482,,,,
186,18/12/04 02:10:23 AM,46.736,,,,
187,18/12/04 02:10:36 AM,46.990,,,,
188,18/12/04 02:10:49 AM,47.244,,,,
189,18/12/04 02:11:01 AM,47.498,,,,
190,18/12/04 02:11:12 AM,47.752,,,,
191,18/12/04 02:11:25 AM,48.006,,,,
192,18/12/04 02:11:38 AM,48.260,,,,
193,18/12/04 02:11:49 AM,48.514,,,,
194,18/12/04 02:12:01 AM,48.768,,,,
195,18/12/04 02:12:11 AM,49.022,,,,
196,18/12/04 02:12:23 AM,49.276,,,,
197,18/12/04 02:12:36 AM,49.530,,,,
198,18/12/04 02:12:53 AM,49.784,,,,
199,18/12/04 02:13:19 AM,50.038,,,,
200,18/12/04 02:13:37 AM,50.292,,,,
201,18/12/04 02:14:00 AM,50.546,,,,
202,18/12/04 02:14:14 AM,50.800,,,,
203,18/12/04 02:14:31 AM,51.054,,,,
204,18/12/04 02:14:49 AM,51.308,,,,
205,18/12/04 02:15:20 AM,51.562,,,,
206,18/12/04 02:16:25 AM,51.816,,,,
207,18/12/04 02:16:50 AM,52.070,,,,
208,18/12/04 02:17:48 AM,52.324,,,,
209,18/12/06 02:52:20 PM,,,Logged,,
210,18/12/06 02:53:28 PM,,,,Logged,
211,18/12/06 02:53:44 PM,,Logged,,,
212,18/12/06 02:53:46 PM,,,Logged,,
213,18/12/06 02:53:55 PM,,Logged,,,
214,18/12/06 02:54:01 PM,,,,Logged,
215,18/12/06 02:54:02 PM,,,Logged,,
216,18/12/06 02:56:55 PM,,Logged,,,
217,18/12/08 06:24:04 AM,52.578,,,,
218,18/12/08 04:04:17 PM,52.832,,,,
219,18/12/08 05:03:23 PM,53.086,,,,
220,18/12/08 05:11:44 PM,53.340,,,,
221,18/12/08 05:14:56 PM,53.594,,,,
222,18/12/08 05:17:00 PM,53.848,,,,
223,18/12/08 05:33:13 PM,54.102,,,,
224,18/12/08 05:37:04 PM,54.356,,,,
225,18/12/08 05:40:36 PM,54.610,,,,
226,18/12/08 05:43:09 PM,54.864,,,,
227,18/12/08 05:46:15 PM,55.118,,,,
228,18/12/08 05:48:00 PM,55.372,,,,
229,18/12/08 05:50:26 PM,55.626,,,,
230,18/12/08 05:52:40 PM,55.880,,,,
231,18/12/08 05:54:56 PM,56.134,,,,
232,18/12/08 05:56:37 PM,56.388,,,,
233,18/12/08 05:58:32 PM,56.642,,,,
234,18/12/08 05:59:21 PM,56.896,,,,
235,18/12/08 06:00:26 PM,57.150,,,,
236,18/12/08 06:01:24 PM,57.404,,,,
237,18/12/08 06:02:15 PM,57.658,,,,
238,18/12/08 06:02:58 PM,57.912,,,,
239,18/12/08 06:03:42 PM,58.166,,,,
240,18/12/08 06:04:09 PM,58.420,,,,
241,18/12/08 06:04:45 PM,58.674,,,,
242,18/12/08 06:05:20 PM,58.928,,,,
243,18/12/08 06:05:47 PM,59.182,,,,
244,18/12/08 06:06:11 PM,59.436,,,,
245,18/12/08 06:06:38 PM,59.690,,,,
246,18/12/08 06:07:00 PM,59.944,,,,
247,18/12/08 06:07:25 PM,60.198,,,,
248,18/12/08 06:07:42 PM,60.452,,,,
249,18/12/08 06:08:07 PM,60.706,,,,
250,18/12/08 06:08:24 PM,60.960,,,,
251,18/12/08 06:08:45 PM,61.214,,,,
252,18/12/08 06:08:56 PM,61.468,,,,
253,18/12/08 06:09:10 PM,61.722,,,,
254,18/12/08 06:09:24 PM,61.976,,,,
255,18/12/08 06:09:45 PM,62.230,,,,
256,18/12/08 06:10:03 PM,62.484,,,,
257,18/12/08 06:10:28 PM,62.738,,,,
258,18/12/08 06:10:44 PM,62.992,,,,
259,18/12/08 06:11:04 PM,63.246,,,,
260,18/12/08 06:11:21 PM,63.500,,,,
261,18/12/08 06:11:42 PM,63.754,,,,
262,18/12/08 06:11:58 PM,64.008,,,,
263,18/12/08 06:12:16 PM,64.262,,,,
264,18/12/08 06:12:31 PM,64.516,,,,
265,18/12/08 06:12:50 PM,64.770,,,,
266,18/12/08 06:13:06 PM,65.024,,,,
267,18/12/08 06:13:22 PM,65.278,,,,
268,18/12/08 06:13:34 PM,65.532,,,,
269,18/12/08 06:13:51 PM,65.786,,,,
270,18/12/08 06:14:03 PM,66.040,,,,
271,18/12/08 06:14:19 PM,66.294,,,,
272,18/12/08 06:14:32 PM,66.548,,,,
273,18/12/08 06:14:48 PM,66.802,,,,
274,18/12/08 06:14:58 PM,67.056,,,,
275,18/12/08 06:15:08 PM,67.310,,,,
276,18/12/08 06:15:15 PM,67.564,,,,
277,18/12/08 06:15:25 PM,67.818,,,,
278,18/12/08 06:15:33 PM,68.072,,,,
279,18/12/08 06:15:44 PM,68.326,,,,
280,18/12/08 06:15:53 PM,68.580,,,,
281,18/12/08 06:16:04 PM,68.834,,,,
282,18/12/08 06:16:13 PM,69.088,,,,
283,18/12/08 06:16:24 PM,69.342,,,,
284,18/12/08 06:16:33 PM,69.596,,,,
285,18/12/08 06:16:43 PM,69.850,,,,
286,18/12/08 06:16:51 PM,70.104,,,,
287,18/12/08 06:17:01 PM,70.358,,,,
288,18/12/08 06:17:10 PM,70.612,,,,
289,18/12/08 06:17:22 PM,70.866,,,,
290,18/12/08 06:17:34 PM,71.120,,,,
291,18/12/08 06:17:49 PM,71.374,,,,
292,18/12/08 06:17:59 PM,71.628,,,,
293,18/12/08 06:18:13 PM,71.882,,,,
294,18/12/08 06:18:27 PM,72.136,,,,
295,18/12/08 06:18:44 PM,72.390,,,,
296,18/12/08 06:18:57 PM,72.644,,,,
297,18/12/08 06:19:12 PM,72.898,,,,
298,18/12/08 06:19:25 PM,73.152,,,,
299,18/12/08 06:19:43 PM,73.406,,,,
300,18/12/08 06:19:56 PM,73.660,,,,
301,18/12/08 06:20:13 PM,73.914,,,,
302,18/12/08 06:20:30 PM,74.168,,,,
303,18/12/08 06:20:31 PM,74.422,,,,
304,18/12/08 06:20:52 PM,74.676,,,,
305,18/12/08 06:21:09 PM,74.930,,,,
306,18/12/08 06:21:32 PM,75.184,,,,
307,18/12/08 06:21:49 PM,75.438,,,,
308,18/12/08 06:22:11 PM,75.692,,,,
309,18/12/08 06:22:32 PM,75.946,,,,
310,18/12/08 06:23:03 PM,76.200,,,,
311,18/12/08 06:23:30 PM,76.454,,,,
312,18/12/08 06:23:51 PM,76.708,,,,
313,18/12/08 06:24:06 PM,76.962,,,,
314,18/12/08 06:24:27 PM,77.216,,,,
315,18/12/08 06:24:38 PM,77.470,,,,
316,18/12/08 06:24:53 PM,77.724,,,,
317,18/12/08 06:25:04 PM,77.978,,,,
318,18/12/08 06:25:21 PM,78.232,,,,
319,18/12/08 06:25:37 PM,78.486,,,,
320,18/12/08 06:25:57 PM,78.740,,,,
321,18/12/08 06:26:15 PM,78.994,,,,
322,18/12/08 06:26:40 PM,79.248,,,,
323,18/12/08 06:27:02 PM,79.502,,,,
324,18/12/08 06:27:25 PM,79.756,,,,
325,18/12/08 06:27:45 PM,80.010,,,,
326,18/12/08 06:28:10 PM,80.264,,,,
327,18/12/08 06:28:36 PM,80.518,,,,
328,18/12/08 06:29:15 PM,80.772,,,,
329,18/12/08 06:29:51 PM,81.026,,,,
330,18/12/08 06:30:35 PM,81.280,,,,
331,18/12/08 06:31:19 PM,81.534,,,,
332,18/12/08 06:32:16 PM,81.788,,,,
333,18/12/08 06:33:28 PM,82.042,,,,
334,18/12/08 06:34:36 PM,82.296,,,,
335,18/12/08 06:35:34 PM,82.550,,,,
336,18/12/08 06:36:43 PM,82.804,,,,
337,18/12/08 06:37:31 PM,83.058,,,,
338,18/12/08 06:38:53 PM,83.312,,,,
339,18/12/08 06:40:06 PM,83.566,,,,
340,18/12/08 06:41:41 PM,83.820,,,,
341,18/12/08 06:42:38 PM,84.074,,,,
342,18/12/08 06:44:07 PM,84.328,,,,
343,18/12/08 06:45:13 PM,84.582,,,,
344,18/12/08 06:46:43 PM,84.836,,,,
345,18/12/08 06:47:52 PM,85.090,,,,
346,18/12/08 06:49:36 PM,85.344,,,,
347,18/12/08 06:51:32 PM,85.598,,,,
348,18/12/08 06:54:36 PM,85.852,,,,
349,18/12/08 06:57:24 PM,86.106,,,,
350,18/12/08 06:59:48 PM,86.360,,,,
351,18/12/08 07:02:11 PM,86.614,,,,
352,18/12/08 07:05:53 PM,86.868,,,,
353,18/12/08 07:10:03 PM,87.122,,,,
354,18/12/08 07:18:47 PM,87.376,,,,
355,18/12/08 07:25:39 PM,87.630,,,,
356,18/12/08 07:30:54 PM,87.884,,,,
357,18/12/08 07:35:42 PM,88.138,,,,
358,18/12/08 07:39:46 PM,88.392,,,,
359,18/12/08 07:43:52 PM,88.646,,,,
360,18/12/08 07:47:18 PM,88.900,,,,
361,18/12/08 07:49:07 PM,89.154,,,,
362,18/12/08 07:51:25 PM,89.408,,,,
363,18/12/08 07:53:26 PM,89.662,,,,
364,18/12/08 07:57:06 PM,89.916,,,,
365,18/12/08 08:00:41 PM,90.170,,,,
366,18/12/08 08:05:34 PM,90.424,,,,
367,18/12/08 08:08:59 PM,90.678,,,,
368,18/12/08 08:12:21 PM,90.932,,,,
369,18/12/08 08:15:02 PM,91.186,,,,
370,18/12/08 08:18:48 PM,91.440,,,,
371,18/12/08 08:22:06 PM,91.694,,,,
372,18/12/08 08:26:04 PM,91.948,,,,
373,18/12/08 08:29:15 PM,92.202,,,,
374,18/12/08 08:35:48 PM,92.456,,,,
375,18/12/09 11:22:15 PM,92.710,,,,
376,18/12/09 11:30:58 PM,92.964,,,,
377,18/12/09 11:34:45 PM,93.218,,,,
378,18/12/09 11:45:22 PM,93.472,,,,
379,18/12/09 11:49:10 PM,93.726,,,,
380,18/12/09 11:52:24 PM,93.980,,,,
381,18/12/09 11:53:54 PM,94.234,,,,
382,18/12/09 11:55:07 PM,94.488,,,,
383,18/12/09 11:55:54 PM,94.742,,,,
384,18/12/09 11:56:44 PM,94.996,,,,
385,18/12/09 11:57:26 PM,95.250,,,,
386,18/12/09 11:58:38 PM,95.504,,,,
387,18/12/10 12:00:04 AM,95.758,,,,
388,18/12/10 12:01:29 AM,96.012,,,,
389,18/12/10 12:02:17 AM,96.266,,,,
390,18/12/10 12:03:31 AM,96.520,,,,
391,18/12/10 12:04:33 AM,96.774,,,,
392,18/12/10 12:05:52 AM,97.028,,,,
393,18/12/10 12:06:48 AM,97.282,,,,
394,18/12/10 12:08:06 AM,97.536,,,,
395,18/12/10 12:09:58 AM,97.790,,,,
396,18/12/10 12:11:38 AM,98.044,,,,
397,18/12/10 12:13:29 AM,98.298,,,,
398,18/12/10 12:16:32 AM,98.552,,,,
399,18/12/10 12:19:29 AM,98.806,,,,
400,18/12/10 12:23:29 AM,99.060,,,,
401,18/12/10 12:27:18 AM,99.314,,,,
402,18/12/10 12:32:48 AM,99.568,,,,
403,18/12/10 12:36:35 AM,99.822,,,,
404,18/12/10 12:40:53 AM,100.076,,,,
405,18/12/10 12:46:39 AM,100.330,,,,
406,18/12/10 12:52:06 AM,100.584,,,,
407,18/12/10 12:57:00 AM,100.838,,,,
408,18/12/10 01:23:33 AM,101.092,,,,
409,18/12/10 02:54:46 AM,101.346,,,,
410,18/12/10 08:22:20 AM,101.600,,,,
411,18/12/10 09:57:52 AM,101.854,,,,
412,18/12/10 10:00:24 AM,102.108,,,,
413,18/12/10 10:04:12 AM,102.362,,,,
414,18/12/10 10:11:47 AM,102.616,,,,
415,18/12/10 11:16:22 AM,102.870,,,,
416,18/12/11 08:49:19 AM,103.124,,,,
417,18/12/11 08:52:32 AM,103.378,,,,
418,18/12/11 08:54:26 AM,103.632,,,,
419,18/12/16 12:20:03 AM,103.886,,,,
420,18/12/19 11:43:32 PM,104.140,,,,
421,18/12/19 11:52:30 PM,104.394,,,,
422,18/12/19 11:56:56 PM,104.648,,,,
423,18/12/20 12:00:30 AM,104.902,,,,
424,18/12/20 12:02:34 AM,105.156,,,,
425,18/12/20 12:03:20 AM,105.410,,,,
426,18/12/20 12:03:57 AM,105.664,,,,
427,18/12/20 12:04:48 AM,105.918,,,,
428,18/12/20 12:06:30 AM,106.172,,,,
429,18/12/20 12:11:04 AM,106.426,,,,
430,18/12/20 12:17:14 AM,106.680,,,,
431,18/12/20 12:22:22 AM,106.934,,,,
432,18/12/20 12:24:29 AM,107.188,,,,
433,18/12/20 12:25:42 AM,107.442,,,,
434,18/12/20 12:26:33 AM,107.696,,,,
435,18/12/20 12:27:07 AM,107.950,,,,
436,18/12/20 12:27:38 AM,108.204,,,,
437,18/12/20 12:28:08 AM,108.458,,,,
438,18/12/20 12:28:43 AM,108.712,,,,
439,18/12/20 12:29:16 AM,108.966,,,,
440,18/12/20 12:29:50 AM,109.220,,,,
441,18/12/20 12:30:21 AM,109.474,,,,
442,18/12/20 12:30:51 AM,109.728,,,,
443,18/12/20 12:31:22 AM,109.982,,,,
444,18/12/20 12:31:45 AM,110.236,,,,
445,18/12/20 12:32:03 AM,110.490,,,,
446,18/12/20 12:32:27 AM,110.744,,,,
447,18/12/20 12:32:49 AM,110.998,,,,
448,18/12/20 12:33:08 AM,111.252,,,,
449,18/12/20 12:33:27 AM,111.506,,,,
450,18/12/20 12:33:47 AM,111.760,,,,
451,18/12/20 12:34:10 AM,112.014,,,,
452,18/12/20 12:34:52 AM,112.268,,,,
453,18/12/20 12:35:25 AM,112.522,,,,
454,18/12/20 12:36:05 AM,112.776,,,,
455,18/12/20 12:36:41 AM,113.030,,,,
456,18/12/20 12:37:04 AM,113.284,,,,
457,18/12/20 12:37:23 AM,113.538,,,,
458,18/12/20 12:37:41 AM,113.792,,,,
459,18/12/20 12:37:56 AM,114.046,,,,
460,18/12/20 12:38:12 AM,114.300,,,,
461,18/12/20 12:38:29 AM,114.554,,,,
462,18/12/20 12:38:53 AM,114.808,,,,
463,18/12/20 12:39:13 AM,115.062,,,,
464,18/12/20 12:39:34 AM,115.316,,,,
465,18/12/20 12:39:57 AM,115.570,,,,
466,18/12/20 12:40:35 AM,115.824,,,,
467,18/12/20 12:43:24 AM,116.078,,,,
468,18/12/20 12:46:56 AM,116.332,,,,
469,18/12/20 12:50:16 AM,116.586,,,,
470,18/12/20 12:52:37 AM,116.840,,,,
471,18/12/20 12:54:18 AM,117.094,,,,
472,18/12/20 12:56:39 AM,117.348,,,,
473,18/12/20 12:59:55 AM,117.602,,,,
474,18/12/20 01:05:27 AM,117.856,,,,
475,18/12/20 02:02:19 AM,118.110,,,,
476,18/12/20 05:37:17 PM,118.364,,,,
477,18/12/20 07:34:28 PM,118.618,,,,
478,18/12/20 07:35:27 PM,118.872,,,,
479,18/12/20 07:37:30 PM,119.126,,,,
480,18/12/20 07:41:04 PM,119.380,,,,
481,18/12/20 07:47:47 PM,119.634,,,,
482,18/12/20 10:06:58 PM,119.888,,,,
483,18/12/20 10:10:06 PM,120.142,,,,
484,18/12/20 10:13:15 PM,120.396,,,,
485,18/12/20 10:18:26 PM,120.650,,,,
486,18/12/20 10:43:06 PM,120.904,,,,
487,18/12/20 10:52:30 PM,121.158,,,,
488,18/12/28 03:15:46 AM,121.412,,,,
489,18/12/28 04:47:26 AM,121.666,,,,
490,18/12/28 05:27:38 AM,121.920,,,,
491,18/12/28 05:53:13 AM,122.174,,,,
492,18/12/28 06:34:29 AM,122.428,,,,
493,18/12/28 11:39:55 PM,122.682,,,,
494,18/12/28 11:59:40 PM,122.936,,,,
495,18/12/29 12:01:22 AM,123.190,,,,
496,18/12/29 12:16:53 AM,123.444,,,,
497,18/12/29 01:05:47 AM,123.698,,,,
498,18/12/29 01:12:15 AM,123.952,,,,
499,18/12/29 01:28:07 AM,124.206,,,,
500,18/12/29 01:51:58 AM,124.460,,,,
501,18/12/29 01:52:32 AM,124.714,,,,
502,18/12/29 01:52:52 AM,124.968,,,,
503,18/12/29 01:53:55 AM,125.222,,,,
504,18/12/29 01:57:58 AM,125.476,,,,
505,18/12/29 01:59:12 AM,125.730,,,,
506,18/12/29 02:07:44 AM,125.984,,,,
507,18/12/29 02:12:08 AM,126.238,,,,
508,18/12/29 02:16:10 AM,126.492,,,,
509,18/12/29 02:34:50 AM,126.746,,,,
510,18/12/29 03:57:05 AM,127.000,,,,
511,18/12/29 04:02:22 AM,127.254,,,,
512,18/12/29 04:05:10 AM,127.508,,,,
513,18/12/29 04:09:23 AM,127.762,,,,
514,18/12/29 04:22:15 AM,128.016,,,,
515,18/12/29 04:39:48 AM,128.270,,,,
516,18/12/29 04:58:25 AM,128.524,,,,
517,18/12/29 05:01:42 AM,128.778,,,,
518,18/12/29 05:08:36 AM,129.032,,,,
519,18/12/29 05:26:58 AM,129.286,,,,
520,18/12/29 06:30:22 AM,129.540,,,,
521,18/12/29 06:35:21 AM,129.794,,,,
522,19/01/04 01:47:06 AM,130.048,,,,
523,19/01/04 01:48:30 AM,130.302,,,,
524,19/01/04 01:52:08 AM,130.556,,,,
525,19/01/04 01:53:46 AM,130.810,,,,
526,19/01/04 01:54:14 AM,131.064,,,,
527,19/01/04 01:55:30 AM,131.318,,,,
528,19/01/04 01:57:52 AM,131.572,,,,
529,19/01/04 02:13:31 AM,131.826,,,,
530,19/01/04 02:18:41 AM,132.080,,,,
531,19/01/04 02:20:05 AM,132.334,,,,
532,19/01/04 02:21:23 AM,132.588,,,,
533,19/01/04 02:22:35 AM,132.842,,,,
534,19/01/04 02:23:13 AM,133.096,,,,
535,19/01/04 02:24:10 AM,133.350,,,,
536,19/01/04 02:24:46 AM,133.604,,,,
537,19/01/04 02:25:12 AM,133.858,,,,
538,19/01/04 02:25:43 AM,134.112,,,,
539,19/01/04 02:26:17 AM,134.366,,,,
540,19/01/04 02:27:14 AM,134.620,,,,
541,19/01/04 02:28:40 AM,134.874,,,,
542,19/01/04 02:30:23 AM,135.128,,,,
543,19/01/04 02:31:41 AM,135.382,,,,
544,19/01/04 02:32:10 AM,135.636,,,,
545,19/01/04 02:32:38 AM,135.890,,,,
546,19/01/04 02:33:07 AM,136.144,,,,
547,19/01/04 02:33:52 AM,136.398,,,,
548,19/01/04 02:35:42 AM,136.652,,,,
